layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,name_ar,spine_candidates_ar,first_year,max_rank_level,ever_head_of_government,birth_governorate
ministers,TN-unknown-35,جيرار بلاشير,ar,بلاشير,BLSR,ben_ali,,,,1987,3,False,
ministers,TN-unknown-36,جان داز (حتى 19 مارس 1953),ar,داز,DZ,ben_ali,,,,1987,3,False,
ministers,TN-unknown-37,رفيق الشلي,ar,الشلي,SL,second_republic,,,,2015,3,False,
ministers,TN-unknown-38,محمد الزين شلايفة,ar,شلايفة,SLF,second_republic,,,,2015,5,False,
ministers,TN-unknown-39,بلقاسم الصابري,ar,الصابري,SBR,second_republic,,,,2015,3,False,
ministers,TN-unknown-4,عصام   الأحمر,ar,الأحمر,HMR,saied_exception,,,,2024,3,False,
ministers,TN-unknown-40,أمال النفطي,ar,النفطي,NFT,second_republic,,,,2015,3,False,
ministers,TN-unknown-41,علي الحفصي جدي,ar,جدي,JD,second_republic,,,,2020,3,False,
ministers,TN-unknown-42,عبد اللطيف صدام,ar,صدام,SDM,ben_ali,,,,1999,3,False,
ministers,TN-unknown-43,الصادق فيالة,ar,فيالة,FL,ben_ali,,,,1989,5,False,
ministers,TN-unknown-44,بشير المجدوب,ar,المجدوب,MJDB,ben_ali,,,,1999,5,False,
ministers,TN-unknown-45,إبراهيم البكاري,ar,البكاري,BKR,ben_ali,,,,1999,5,False,
ministers,TN-unknown-46,يوسف المقدم,ar,المقدم,MKDM,ben_ali,,,,1999,5,False,
ministers,TN-unknown-47,شكري العياشي,ar,العياشي,S,ben_ali,,,,1999,5,False,
ministers,TN-unknown-48,أحمد محجوب,ar,محجوب,MHJB,ben_ali,,,,1999,5,False,
ministers,TN-unknown-49,حمودة الحامدي,ar,الحامدي,HMD,ben_ali,,,,1999,5,False,
ministers,TN-unknown-5,سمير عبيد,ar,عبيد,BD,saied_exception,,,,2024,3,False,
ministers,TN-unknown-50,المنصف بودن,ar,بودن,BDN,ben_ali,,,,1999,5,False,
ministers,TN-unknown-51,فرحات المديني,ar,المديني,MDN,ben_ali,,,,1999,5,False,
ministers,TN-unknown-52,منصف بن سعيد,ar,بن سعيد|سعيد,BNSD|SD,ben_ali,,,,1999,5,False,
ministers,TN-unknown-53,منتصر الوعيلي,ar,الوعيلي,L,ben_ali,,,,1999,3,False,
ministers,TN-unknown-54,كمال الحاج ساسي,ar,ساسي,S,ben_ali,,,,1989,5,False,
ministers,TN-unknown-55,منصف الهرقلي,ar,الهرقلي,HRKL,ben_ali,,,,1999,5,False,
ministers,TN-unknown-56,سعيدة الشتيوي,ar,الشتيوي,ST,ben_ali,,,,1999,3,False,
ministers,TN-unknown-57,محسن العروي,ar,العروي,R,ben_ali,,,,1999,5,False,
ministers,TN-unknown-58,عمر العابد,ar,العابد,BD,ben_ali,,,,1999,5,False,
ministers,TN-unknown-59,فخر الدين المسعي,ar,المسعي,MS,ben_ali,,,,1999,5,False,
ministers,TN-unknown-6,عز الدين بن الشيخ,ar,بن الشيخ|الشيخ,BNSX|SX,saied_exception,,,,2024,3,False,
ministers,TN-unknown-60,صلاح الدين مخلوف,ar,مخلوف,MXLF,ben_ali,,,,1999,5,False,
ministers,TN-unknown-61,تيجاني الحداد,ar,الحداد,HD,ben_ali,,,,1999,3,False,
ministers,TN-unknown-62,صلاح الدين الجمالي,ar,الجمالي,JML,ben_ali,,,,1999,5,False,
ministers,TN-unknown-63,خديجة الغرياني,ar,الغرياني,VRN,ben_ali,,,,1999,3,False,
ministers,TN-unknown-64,رضا بن محسن,ar,بن محسن|محسن,BMHSN|MHSN,ben_ali,,,,1999,5,False,
ministers,TN-unknown-65,عبد الرزاق دعلول,ar,دعلول,DL,ben_ali,,,,1999,5,False,
ministers,TN-unknown-66,محمد نجيب بالريش,ar,بالريش,BLRS,ben_ali,,,,1999,5,False,
ministers,TN-unknown-67,عبد الحكيم بوراوي,ar,بوراوي,BR,ben_ali,,,,1999,6,False,
ministers,TN-unknown-68,نجوى ميلادي,ar,ميلادي,MLD,ben_ali,,,,1999,3,False,
ministers,TN-unknown-69,أحمد ذويب,ar,ذويب,DB,ben_ali,,,,1999,5,False,
ministers,TN-unknown-7,حمادي  الحبيّب,ar,الحبيب,HB,saied_exception,,,,2024,3,False,
ministers,TN-unknown-70,سلوى تارزي بن عطية,ar,بن عطية|عطية,BNT|T,ben_ali,,,,1999,5,False,
ministers,TN-unknown-71,شكري ماموغلي,ar,ماموغلي,MVL,ben_ali,,,,1999,5,False,
ministers,TN-unknown-72,لمياء الشافعي الصغير,ar,الصغير,SVR,ben_ali,,,,1999,3,False,
ministers,TN-unknown-73,بشير الوزير,ar,الوزير,ZR,ben_ali,,,,1999,5,False,
ministers,TN-unknown-74,عبد الحفيظ هرقام,ar,هرقام,HRKM,ben_ali,,,,1999,3,False,
ministers,TN-unknown-75,منجي البدوي,ar,البدوي,BD,ben_ali,,,,1999,5,False,
ministers,TN-unknown-76,محسن لروي,ar,لروي,LR,ben_ali,,,,1999,5,False,
ministers,TN-unknown-77,عبد العزيز موقو,ar,موقو,MK,ben_ali,,,,1999,5,False,
ministers,TN-unknown-78,عبد الحليم سلامة,ar,سلامة,SLM,ben_ali,,,,2011,3,False,
ministers,TN-unknown-79,عبد الكريم بوراوي,ar,بوراوي,BR,ben_ali,,,,1999,6,False,
ministers,TN-unknown-8,منذر بلعيد,ar,بلعيد,BLD,saied_exception,,,,2024,3,False,
ministers,TN-unknown-80,نجاح بالخيرية القروي,ar,القروي,KR,ben_ali,,,,1999,5,False,
ministers,TN-unknown-81,عبد الحفيظ هرقال,ar,هرقال,HRKL,ben_ali,,,,1999,5,False,
ministers,TN-unknown-82,بشير الزفوري,ar,الزفوري,ZFR,transition,,,,2011,3,False,
ministers,TN-unknown-83,الامين الدغري,ar,الدغري,DVR,transition,,,,2011,3,False,
ministers,TN-unknown-84,هشام بن جامع,ar,بن جامع|جامع,BNJM|JM,transition,,,,2011,5,False,
ministers,TN-unknown-85,نايلة شعبان,ar,شعبان,SBN,transition,,,,2014,3,False,
ministers,TN-unknown-86,نورالدين زكري,ar,زكري,ZKR,transition,,,,2014,3,False,
ministers,TN-unknown-87,منير مجدوب,ar,مجدوب,MJDB,transition,,,,2014,3,False,
ministers,TN-unknown-88,علي العذاري,ar,العذاري,DR,,,,,,3,False,
ministers,TN-unknown-89,عبد القادر بلخوجة,ar,بلخوجة,BLXJ,bourguiba,,,,1980,3,False,
ministers,TN-unknown-9,الصادق المورالي,ar,المورالي,MRL,saied_exception,,,,2024,3,False,
ministers,TN-unknown-90,رونيه بروييه,ar,بروييه,BR,,,,,,6,False,
ministers,TN-unknown-91,رونية روديار,ar,روديار,RDR,,,,,,6,False,
ministers,TN-unknown-92,ريمون دوفال,ar,دوفال,DFL,,,,,,3,False,
ministers,TN-unknown-93,هنري كولمان (حتى 25 نوفمبر 1947),ar,كولمان,KLMN,,,,,,3,False,
ministers,TN-unknown-94,جان لوي بونينفان,ar,بونينفان,BNFN,,,,,,3,False,
ministers,TN-unknown-95,جورج غاستون (حتى 16 أكتوبر 1948),ar,غاستون,VSTN,,,,,,3,False,
ministers,TN-unknown-96,قاسم بوسنينة,ar,بوسنينة,BSN,ben_ali,,,,1989,5,False,
ministers,TN-unknown-97,محمد عمامو,ar,عمامو,M,ben_ali,,,,1989,5,False,
ministers,TN-unknown-98,محسن بوجبل,ar,بوجبل,BJBL,ben_ali,,,,1989,5,False,
ministers,TN-unknown-99,عامر الحرشاني,ar,الحرشاني,HRSN,ben_ali,,,,1989,5,False,
ministers,TN-wajdi-hdhili,Wajdi Hdhili,lat,HDHILI,HDL,second_republic,,,,2021,3,False,
ministers,TN-walid-dhahbi,Walid Dhahbi,lat,DHAHBI,DHB,second_republic,,,,2020,3,False,
ministers,TN-yadh-ben-achour,Yadh Ben Achour,lat,BEN ACHOUR|ACHOUR,BNSR|SR,ben_ali,,,,2011,3,False,
ministers,TN-youssef-ben-brahim,Youssef Ben Brahim,lat,BEN BRAHIM|BRAHIM,BMBRHM|BRHM,second_republic,,,,2020,3,False,
ministers,TN-youssef-fennira,Youssef Fennira,lat,FENNIRA,FNR,second_republic,,,,2020,3,False,
ministers,TN-youssef-mokaddem,Youssef Mokaddem,lat,MOKADDEM,MKDM,ben_ali,,,,2001,5,False,
ministers,TN-youssef-zouaghi,Youssef Zouaghi,lat,ZOUAGHI,ZV,second_republic,,,,2020,3,False,
ministers,TN-zakaria-belkhodja,Zakaria Belkhodja,lat,BELKHODJA,BLXJ,second_republic,,,,2020,3,False,
